Date,CustomerId,ItemId,Quantity,UnitPrice,Discount,Subtotal,ItemName
2025-04-18,CUST0046,ITEM023,7,18.15,0.06,119.43,Sketch Pad
2025-03-29,CUST0019,ITEM015,8,13.18,0.02,103.33,Folder
2025-04-29,CUST0144,ITEM006,2,12.02,0.18,19.71,Marker
2025-04-03,CUST0131,ITEM004,5,31.94,0.08,146.92,Eraser
2025-04-07,CUST0071,ITEM024,6,21.49,0.16,108.31,Index Cards
2025-03-08,CUST0052,ITEM020,5,18.11,0.15,76.97,Whiteboard Marker
2025-05-02,CUST0061,ITEM012,6,48.65,0.06,274.39,Scissors
2025-03-23,CUST0084,ITEM005,12,12.02,0.0,144.24,Sharpener
2025-03-11,CUST0073,ITEM012,4,48.65,0.14,167.36,Scissors
2025-04-26,CUST0122,ITEM020,3,18.11,0.02,53.24,Whiteboard Marker
2025-05-15,CUST0079,ITEM013,2,42.46,0.04,81.52,Tape
2025-04-02,CUST0138,ITEM027,3,13.99,0.12,36.93,File Tray
2025-03-12,CUST0138,ITEM004,6,31.94,0.01,189.72,Eraser
2025-04-23,CUST0063,ITEM015,7,13.18,0.06,86.72,Folder
2025-04-14,CUST0087,ITEM016,10,13.25,0.09,120.58,Calculator
2025-05-15,CUST0014,ITEM002,4,47.78,0.18,156.72,Pencil
2025-03-18,CUST0019,ITEM006,7,12.02,0.19,68.15,Marker
2025-04-26,CUST0144,ITEM026,7,40.33,0.07,262.55,Desk Organizer
2025-04-26,CUST0035,ITEM023,8,18.15,0.07,135.04,Sketch Pad
2025-03-24,CUST0124,ITEM024,6,21.49,0.16,108.31,Index Cards
2025-04-04,681ef40f11f6648efb65ba89,ITEM008,2,43.98,0.06,82.68,Ruler
2025-03-18,CUST0077,ITEM021,4,32.53,0.13,113.2,Clipboard
2025-05-13,CUST0001,ITEM019,8,24.44,0.0,195.52,Sticky Notes
2025-04-04,CUST0150,ITEM027,2,13.99,0.12,24.62,File Tray
2025-05-05,CUST0041,ITEM017,4,18.69,0.18,61.3,Stapler
2025-04-13,CUST0073,ITEM010,4,36.86,0.0,147.44,Protractor
2025-04-07,CUST0137,ITEM005,5,12.02,0.1,54.09,Sharpener
2025-05-16,CUST0110,ITEM020,3,18.11,0.01,53.79,Whiteboard Marker
2025-03-24,CUST0031,ITEM018,3,28.61,0.12,75.53,Paper Clips
2025-05-11,CUST0145,ITEM011,5,5.93,0.11,26.39,Glue Stick
2025-04-28,CUST0139,ITEM008,4,43.98,0.15,149.53,Ruler
2025-03-30,CUST0023,ITEM007,3,7.61,0.11,20.32,Highlighter
2025-04-12,CUST0020,ITEM021,3,32.53,0.01,96.61,Clipboard
2025-04-18,CUST0133,ITEM001,4,21.85,0.11,77.79,Notebook
2025-03-13,CUST0023,ITEM005,5,12.02,0.09,54.69,Sharpener
2025-03-12,CUST0112,ITEM008,2,43.98,0.16,73.89,Ruler
2025-04-13,CUST0081,ITEM006,7,12.02,0.08,77.41,Marker
2025-05-08,CUST0070,ITEM004,3,31.94,0.08,88.15,Eraser
2025-04-23,CUST0005,ITEM001,4,21.85,0.1,78.66,Notebook
2025-03-27,CUST0052,ITEM010,6,36.86,0.03,214.53,Protractor
2025-03-07,CUST0099,ITEM029,2,31.66,0.12,55.72,Bulletin Board
2025-05-01,CUST0044,ITEM008,3,43.98,0.05,125.34,Ruler
2025-05-05,CUST0011,ITEM028,2,28.14,0.19,45.59,Label Maker
2025-04-03,CUST0112,ITEM004,6,31.94,0.17,159.06,Eraser
2025-04-01,CUST0109,ITEM017,11,18.69,0.1,185.03,Stapler
2025-03-25,CUST0078,ITEM010,3,36.86,0.03,107.26,Protractor
2025-03-21,CUST0069,ITEM023,3,18.15,0.01,53.91,Sketch Pad
2025-03-03,CUST0118,ITEM021,4,32.53,0.1,117.11,Clipboard
2025-04-06,CUST0087,ITEM015,3,13.18,0.06,37.17,Folder
2025-04-13,CUST0115,ITEM001,6,21.85,0.02,128.48,Notebook
2025-04-28,CUST0099,ITEM008,5,43.98,0.04,211.1,Ruler
2025-05-08,CUST0048,ITEM002,6,47.78,0.05,272.35,Pencil
2025-04-16,CUST0017,ITEM016,6,13.25,0.03,77.11,Calculator
2025-03-11,CUST0104,ITEM018,9,28.61,0.1,231.74,Paper Clips
2025-03-25,CUST0081,ITEM020,2,18.11,0.03,35.13,Whiteboard Marker
2025-05-13,CUST0053,ITEM013,5,42.46,0.06,199.56,Tape
2025-05-13,CUST0045,ITEM026,5,40.33,0.06,189.55,Desk Organizer
2025-03-27,CUST0062,ITEM020,3,18.11,0.0,54.33,Whiteboard Marker
2025-04-01,CUST0136,ITEM030,3,7.09,0.14,18.29,Push Pins
2025-03-05,CUST0079,ITEM022,4,11.28,0.19,36.55,Graph Paper
2025-03-16,CUST0125,ITEM012,7,48.65,0.17,282.66,Scissors
2025-04-10,CUST0028,ITEM013,3,42.46,0.17,105.73,Tape
2025-03-03,CUST0135,ITEM006,8,12.02,0.03,93.28,Marker
2025-04-23,CUST0112,ITEM015,2,13.18,0.03,25.57,Folder
2025-04-08,CUST0113,ITEM016,6,13.25,0.19,64.4,Calculator
2025-05-06,CUST0011,ITEM001,4,21.85,0.12,76.91,Notebook
2025-05-03,CUST0051,ITEM025,2,25.52,0.03,49.51,Correction Fluid
2025-04-07,CUST0148,ITEM016,4,13.25,0.18,43.46,Calculator
2025-03-13,CUST0055,ITEM014,2,14.56,0.19,23.59,Binder
2025-05-07,CUST0013,ITEM017,4,18.69,0.11,66.54,Stapler
2025-04-16,CUST0127,ITEM016,2,13.25,0.05,25.17,Calculator
2025-04-25,CUST0131,ITEM016,4,13.25,0.1,47.7,Calculator
2025-03-11,CUST0120,ITEM004,5,31.94,0.04,153.31,Eraser
2025-04-30,CUST0034,ITEM018,6,28.61,0.1,154.49,Paper Clips
2025-04-10,CUST0050,ITEM019,4,24.44,0.04,93.85,Sticky Notes
2025-04-05,CUST0058,ITEM026,6,40.33,0.09,220.2,Desk Organizer
2025-05-05,CUST0091,ITEM021,5,32.53,0.08,149.64,Clipboard
2025-03-12,CUST0012,ITEM020,2,18.11,0.04,34.77,Whiteboard Marker
2025-04-10,CUST0099,ITEM017,6,18.69,0.1,100.93,Stapler
2025-03-18,CUST0108,ITEM015,6,13.18,0.01,78.29,Folder
2025-04-27,CUST0075,ITEM024,3,21.49,0.02,63.18,Index Cards
2025-03-22,CUST0137,ITEM004,4,31.94,0.19,103.49,Eraser
2025-05-10,CUST0061,ITEM007,4,7.61,0.13,26.48,Highlighter
2025-03-25,CUST0092,ITEM020,8,18.11,0.05,137.64,Whiteboard Marker
2025-04-10,CUST0042,ITEM012,7,48.65,0.01,337.14,Scissors
2025-05-02,CUST0028,ITEM025,8,25.52,0.15,173.54,Correction Fluid
2025-03-24,CUST0143,ITEM030,3,7.09,0.13,18.5,Push Pins
2025-05-13,CUST0059,ITEM017,7,18.69,0.07,121.67,Stapler
2025-05-05,CUST0011,ITEM012,3,48.65,0.2,116.76,Scissors
2025-03-21,CUST0085,ITEM017,4,18.69,0.13,65.04,Stapler
2025-03-27,CUST0115,ITEM030,6,7.09,0.18,34.88,Push Pins
2025-03-22,CUST0027,ITEM021,4,32.53,0.19,105.4,Clipboard
2025-05-14,CUST0038,ITEM005,7,12.02,0.08,77.41,Sharpener
2025-03-12,CUST0101,ITEM028,3,28.14,0.01,83.58,Label Maker
2025-03-28,CUST0111,ITEM024,9,21.49,0.07,179.87,Index Cards
2025-04-25,CUST0119,ITEM005,6,12.02,0.13,62.74,Sharpener
2025-03-05,CUST0010,ITEM019,3,24.44,0.09,66.72,Sticky Notes
2025-04-01,CUST0112,ITEM011,2,5.93,0.12,10.44,Glue Stick
2025-03-31,CUST0011,ITEM019,4,24.44,0.2,78.21,Sticky Notes
2025-04-21,CUST0061,ITEM011,4,5.93,0.08,21.82,Glue Stick
2025-03-26,CUST0100,ITEM002,7,47.78,0.01,331.12,Pencil
2025-05-10,CUST0023,ITEM009,5,32.05,0.04,153.84,Compass
2025-04-03,CUST0087,ITEM029,6,31.66,0.08,174.76,Bulletin Board
2025-04-20,CUST0061,ITEM003,3,37.94,0.06,106.99,Pen
2025-04-24,CUST0028,ITEM024,7,21.49,0.11,133.88,Index Cards
2025-04-29,CUST0071,ITEM005,3,12.02,0.01,35.7,Sharpener
2025-04-29,CUST0129,ITEM023,5,18.15,0.16,76.23,Sketch Pad
2025-04-02,CUST0111,ITEM003,8,37.94,0.05,288.34,Pen
2025-04-15,CUST0067,ITEM010,3,36.86,0.14,95.1,Protractor
2025-05-14,CUST0081,ITEM019,0,24.44,0.19,0.0,Sticky Notes
2025-03-09,CUST0050,ITEM029,2,31.66,0.17,52.56,Bulletin Board
2025-04-09,CUST0086,ITEM028,3,28.14,0.01,83.58,Label Maker
2025-03-13,CUST0003,ITEM012,1,48.65,0.08,44.76,Scissors
2025-03-28,CUST0116,ITEM022,3,11.28,0.14,29.1,Graph Paper
2025-03-19,CUST0111,ITEM013,6,42.46,0.05,242.02,Tape
2025-04-15,CUST0064,ITEM020,8,18.11,0.08,133.29,Whiteboard Marker
2025-03-04,CUST0096,ITEM001,4,21.85,0.08,80.41,Notebook
2025-05-11,CUST0090,ITEM003,6,37.94,0.09,207.15,Pen
2025-04-21,CUST0056,ITEM016,7,13.25,0.17,76.98,Calculator
2025-03-20,CUST0058,ITEM013,5,42.46,0.1,191.07,Tape
2025-04-26,CUST0123,ITEM012,4,48.65,0.16,163.46,Scissors
2025-05-02,CUST0076,ITEM004,4,31.94,0.15,108.6,Eraser
2025-03-31,CUST0104,ITEM021,5,32.53,0.17,135.0,Clipboard
2025-04-09,CUST0051,ITEM011,1,5.93,0.17,4.92,Glue Stick
2025-04-02,CUST0028,ITEM026,7,40.33,0.0,282.31,Desk Organizer
2025-05-14,CUST0098,ITEM014,7,14.56,0.0,101.92,Binder
2025-04-05,CUST0058,ITEM019,4,24.44,0.06,91.89,Sticky Notes
2025-05-15,CUST0103,ITEM011,3,5.93,0.05,16.9,Glue Stick
2025-04-30,CUST0061,ITEM024,8,21.49,0.13,149.57,Index Cards
2025-05-04,CUST0117,ITEM023,2,18.15,0.16,30.49,Sketch Pad
2025-05-12,CUST0065,ITEM002,3,47.78,0.0,143.34,Pencil
2025-03-25,CUST0004,ITEM007,6,7.61,0.12,40.18,Highlighter
2025-04-10,CUST0143,ITEM013,2,42.46,0.13,73.88,Tape
2025-05-03,CUST0092,ITEM014,2,14.56,0.06,27.37,Binder
2025-05-09,CUST0049,ITEM019,7,24.44,0.18,140.29,Sticky Notes
2025-03-27,CUST0146,ITEM024,7,21.49,0.19,121.85,Index Cards
2025-03-28,CUST0046,ITEM024,5,21.49,0.07,99.93,Index Cards
2025-03-28,CUST0066,ITEM003,3,37.94,0.16,95.61,Pen
2025-03-09,CUST0103,ITEM006,7,12.02,0.17,69.84,Marker
2025-03-04,CUST0114,ITEM017,6,18.69,0.02,109.9,Stapler
2025-04-24,CUST0046,ITEM030,5,7.09,0.02,34.74,Push Pins
2025-04-10,CUST0072,ITEM028,3,28.14,0.12,74.29,Label Maker
2025-05-17,CUST0032,ITEM017,6,18.69,0.13,97.56,Stapler
2025-04-27,CUST0029,ITEM014,2,14.56,0.08,26.79,Binder
2025-05-06,CUST0066,ITEM007,1,7.61,0.09,6.93,Highlighter
2025-03-16,CUST0029,ITEM001,1,21.85,0.1,19.67,Notebook
2025-03-20,CUST0070,ITEM013,8,42.46,0.07,315.9,Tape
2025-03-27,CUST0061,ITEM023,2,18.15,0.11,32.31,Sketch Pad
2025-04-16,CUST0022,ITEM005,9,12.02,0.12,95.2,Sharpener
2025-04-01,CUST0040,ITEM024,3,21.49,0.18,52.87,Index Cards
2025-04-13,CUST0132,ITEM026,3,40.33,0.01,119.78,Desk Organizer
2025-04-20,CUST0040,ITEM001,6,21.85,0.18,107.5,Notebook
2025-03-07,CUST0086,ITEM007,2,7.61,0.13,13.24,Highlighter
2025-03-16,CUST0086,ITEM011,7,5.93,0.19,33.62,Glue Stick
2025-04-27,CUST0128,ITEM001,3,21.85,0.17,54.41,Notebook
2025-04-17,CUST0077,ITEM024,4,21.49,0.02,84.24,Index Cards
2025-03-04,CUST0144,ITEM007,3,7.61,0.02,22.37,Highlighter
2025-04-02,CUST0077,ITEM017,2,18.69,0.18,30.65,Stapler
2025-03-07,CUST0118,ITEM003,5,37.94,0.18,155.55,Pen
2025-04-03,CUST0100,ITEM007,4,7.61,0.13,26.48,Highlighter
2025-05-08,CUST0118,ITEM007,6,7.61,0.17,37.9,Highlighter
2025-05-02,CUST0068,ITEM012,6,48.65,0.05,277.3,Scissors
2025-03-19,CUST0017,ITEM019,5,24.44,0.16,102.65,Sticky Notes
2025-05-10,CUST0033,ITEM004,2,31.94,0.01,63.24,Eraser
2025-05-11,CUST0131,ITEM002,2,47.78,0.07,88.87,Pencil
2025-03-15,CUST0140,ITEM012,6,48.65,0.09,265.63,Scissors
2025-04-24,CUST0144,ITEM023,6,18.15,0.01,107.81,Sketch Pad
2025-05-12,CUST0010,ITEM011,6,5.93,0.13,30.95,Glue Stick
2025-05-05,CUST0100,ITEM006,5,12.02,0.19,48.68,Marker
2025-04-24,CUST0086,ITEM028,4,28.14,0.18,92.3,Label Maker
2025-04-21,CUST0147,ITEM030,3,7.09,0.11,18.93,Push Pins
2025-04-02,CUST0018,ITEM012,5,48.65,0.14,209.2,Scissors
2025-05-13,681ef40f11f6648efb65ba89,ITEM025,3,25.52,0.04,73.5,Correction Fluid
2025-05-17,CUST0011,ITEM023,4,18.15,0.14,62.44,Sketch Pad
2025-03-03,CUST0059,ITEM018,6,28.61,0.05,163.08,Paper Clips
2025-04-05,CUST0051,ITEM020,4,18.11,0.16,60.85,Whiteboard Marker
2025-05-14,CUST0077,ITEM015,9,13.18,0.14,102.01,Folder
2025-03-17,CUST0064,ITEM025,11,25.52,0.12,247.03,Correction Fluid
2025-04-20,CUST0116,ITEM020,6,18.11,0.12,95.62,Whiteboard Marker
2025-04-27,CUST0044,ITEM006,6,12.02,0.19,58.42,Marker
2025-04-30,CUST0105,ITEM005,9,12.02,0.07,100.61,Sharpener
2025-04-23,CUST0033,ITEM021,2,32.53,0.14,55.95,Clipboard
2025-03-10,CUST0105,ITEM003,6,37.94,0.14,195.77,Pen
2025-05-02,CUST0080,ITEM007,6,7.61,0.1,41.09,Highlighter
2025-05-09,CUST0003,ITEM014,8,14.56,0.11,103.67,Binder
2025-04-11,CUST0127,ITEM023,3,18.15,0.04,52.27,Sketch Pad
2025-05-09,CUST0116,ITEM010,6,36.86,0.16,185.77,Protractor
2025-04-09,CUST0126,ITEM030,7,7.09,0.09,45.16,Push Pins
2025-04-25,CUST0128,ITEM019,9,24.44,0.01,217.76,Sticky Notes
2025-03-10,CUST0004,ITEM020,4,18.11,0.05,68.82,Whiteboard Marker
2025-05-16,CUST0047,ITEM013,10,42.46,0.07,394.88,Tape
2025-04-13,CUST0019,ITEM011,3,5.93,0.13,15.48,Glue Stick
2025-04-27,CUST0130,ITEM019,5,24.44,0.05,116.09,Sticky Notes
2025-05-14,CUST0028,ITEM024,6,21.49,0.07,119.91,Index Cards
2025-03-04,CUST0020,ITEM008,5,43.98,0.05,208.9,Ruler
2025-04-05,CUST0050,ITEM010,9,36.86,0.06,311.84,Protractor
2025-04-19,CUST0117,ITEM018,4,28.61,0.14,98.42,Paper Clips
2025-04-16,CUST0086,ITEM011,4,5.93,0.14,20.4,Glue Stick
2025-04-23,CUST0054,ITEM011,7,5.93,0.18,34.04,Glue Stick
2025-05-07,CUST0025,ITEM019,5,24.44,0.01,120.98,Sticky Notes
2025-04-14,CUST0142,ITEM027,7,13.99,0.06,92.05,File Tray
2025-04-13,CUST0085,ITEM011,5,5.93,0.05,28.17,Glue Stick
2025-04-05,CUST0138,ITEM013,5,42.46,0.17,176.21,Tape
2025-04-22,CUST0067,ITEM010,3,36.86,0.05,105.05,Protractor
2025-05-05,CUST0138,ITEM029,4,31.66,0.08,116.51,Bulletin Board
2025-04-04,CUST0024,ITEM030,2,7.09,0.07,13.19,Push Pins
2025-03-14,CUST0036,ITEM003,8,37.94,0.11,270.13,Pen
2025-04-22,CUST0112,ITEM017,5,18.69,0.18,76.63,Stapler
2025-03-04,CUST0130,ITEM002,5,47.78,0.09,217.4,Pencil
2025-04-16,CUST0076,ITEM024,4,21.49,0.14,73.93,Index Cards
2025-04-04,CUST0081,ITEM025,5,25.52,0.07,118.67,Correction Fluid
2025-05-08,CUST0111,ITEM023,2,18.15,0.03,35.21,Sketch Pad
2025-03-17,CUST0128,ITEM025,6,25.52,0.11,136.28,Correction Fluid
2025-03-21,CUST0063,ITEM002,7,47.78,0.12,294.32,Pencil
2025-04-15,CUST0146,ITEM005,4,12.02,0.04,46.16,Sharpener
2025-04-26,CUST0017,ITEM022,6,11.28,0.09,61.59,Graph Paper
2025-03-08,CUST0075,ITEM030,9,7.09,0.09,58.07,Push Pins
2025-05-09,CUST0021,ITEM028,5,28.14,0.19,113.97,Label Maker
2025-05-03,CUST0074,ITEM004,5,31.94,0.13,138.94,Eraser
2025-03-27,CUST0009,ITEM028,5,28.14,0.13,122.41,Label Maker
2025-05-07,CUST0096,ITEM027,8,13.99,0.08,102.97,File Tray
2025-03-26,CUST0048,ITEM010,5,36.86,0.04,176.93,Protractor
2025-05-09,CUST0006,ITEM015,3,13.18,0.08,36.38,Folder
2025-04-23,CUST0029,ITEM024,6,21.49,0.06,121.2,Index Cards
2025-04-15,CUST0080,ITEM012,7,48.65,0.16,286.06,Scissors
2025-03-17,CUST0067,ITEM010,4,36.86,0.1,132.7,Protractor
2025-03-14,CUST0083,ITEM014,6,14.56,0.12,76.88,Binder
2025-03-04,CUST0098,ITEM001,3,21.85,0.15,55.72,Notebook
2025-05-04,CUST0132,ITEM030,2,7.09,0.14,12.19,Push Pins
2025-03-11,CUST0022,ITEM018,8,28.61,0.01,226.59,Paper Clips
2025-04-29,CUST0053,ITEM023,7,18.15,0.13,110.53,Sketch Pad
2025-04-15,CUST0024,ITEM006,6,12.02,0.16,60.58,Marker
2025-04-16,CUST0125,ITEM011,6,5.93,0.05,33.8,Glue Stick
2025-03-21,CUST0140,ITEM011,4,5.93,0.12,20.87,Glue Stick
2025-03-15,CUST0019,ITEM010,5,36.86,0.19,149.28,Protractor
2025-04-30,CUST0006,ITEM014,3,14.56,0.01,43.24,Binder
2025-04-02,CUST0039,ITEM013,3,42.46,0.04,122.28,Tape
2025-03-27,CUST0134,ITEM016,8,13.25,0.19,85.86,Calculator
2025-05-12,CUST0025,ITEM002,5,47.78,0.14,205.45,Pencil
2025-04-21,CUST0001,ITEM014,4,14.56,0.07,54.16,Binder
2025-03-16,CUST0015,ITEM013,6,42.46,0.14,219.09,Tape
2025-04-26,CUST0012,ITEM014,2,14.56,0.14,25.04,Binder
2025-04-30,CUST0107,ITEM014,1,14.56,0.18,11.94,Binder
2025-05-02,CUST0132,ITEM030,3,7.09,0.16,17.87,Push Pins
2025-04-22,CUST0082,ITEM022,4,11.28,0.08,41.51,Graph Paper
2025-04-30,CUST0031,ITEM012,7,48.65,0.0,340.55,Scissors
2025-05-12,CUST0035,ITEM020,5,18.11,0.15,76.97,Whiteboard Marker
2025-03-07,CUST0121,ITEM014,5,14.56,0.06,68.43,Binder
2025-05-17,CUST0032,ITEM002,4,47.78,0.08,175.83,Pencil
2025-05-11,CUST0147,ITEM027,6,13.99,0.01,83.1,File Tray
2025-05-14,CUST0043,ITEM006,3,12.02,0.15,30.65,Marker
2025-05-16,CUST0114,ITEM010,4,36.86,0.19,119.43,Protractor
2025-05-04,CUST0096,ITEM024,3,21.49,0.01,63.83,Index Cards
2025-05-13,CUST0033,ITEM010,4,36.86,0.14,126.8,Protractor
2025-04-14,CUST0001,ITEM009,5,32.05,0.07,149.03,Compass
2025-04-27,CUST0009,ITEM002,5,47.78,0.08,219.79,Pencil
2025-04-03,CUST0103,ITEM016,6,13.25,0.04,76.32,Calculator
2025-05-16,CUST0140,ITEM008,3,43.98,0.06,124.02,Ruler
2025-04-06,CUST0041,ITEM023,4,18.15,0.13,63.16,Sketch Pad
2025-04-15,CUST0096,ITEM007,1,7.61,0.12,6.7,Highlighter
2025-04-24,CUST0076,ITEM001,5,21.85,0.07,101.6,Notebook
2025-04-11,CUST0088,ITEM016,3,13.25,0.03,38.56,Calculator
2025-03-10,CUST0034,ITEM018,4,28.61,0.03,111.01,Paper Clips
2025-03-16,CUST0100,ITEM030,4,7.09,0.02,27.79,Push Pins
2025-03-28,CUST0110,ITEM018,8,28.61,0.1,205.99,Paper Clips
2025-04-24,CUST0020,ITEM018,1,28.61,0.03,27.75,Paper Clips
2025-04-09,CUST0053,ITEM001,3,21.85,0.16,55.06,Notebook
2025-04-06,CUST0073,ITEM017,6,18.69,0.11,99.8,Stapler
2025-03-22,CUST0095,ITEM003,6,37.94,0.09,207.15,Pen
2025-03-13,CUST0138,ITEM005,9,12.02,0.1,97.36,Sharpener
2025-03-20,CUST0128,ITEM005,2,12.02,0.2,19.23,Sharpener
2025-04-13,CUST0011,ITEM007,5,7.61,0.13,33.1,Highlighter
2025-03-15,CUST0125,ITEM013,6,42.46,0.04,244.57,Tape
2025-03-16,CUST0023,ITEM010,4,36.86,0.12,129.75,Protractor
2025-04-30,CUST0037,ITEM016,3,13.25,0.1,35.78,Calculator
2025-04-13,CUST0025,ITEM021,3,32.53,0.05,92.71,Clipboard
2025-05-08,CUST0147,ITEM017,9,18.69,0.08,154.75,Stapler
2025-04-15,CUST0109,ITEM017,5,18.69,0.01,92.52,Stapler
2025-05-05,CUST0021,ITEM017,6,18.69,0.17,93.08,Stapler
2025-03-03,CUST0002,ITEM024,3,21.49,0.17,53.51,Index Cards
2025-04-13,CUST0149,ITEM025,4,25.52,0.07,94.93,Correction Fluid
2025-05-06,CUST0001,ITEM022,3,11.28,0.04,32.49,Graph Paper
2025-04-14,CUST0031,ITEM017,7,18.69,0.12,115.13,Stapler
2025-04-26,681ef40f11f6648efb65ba89,ITEM021,3,32.53,0.12,85.88,Clipboard
2025-04-07,CUST0117,ITEM010,3,36.86,0.16,92.89,Protractor
2025-03-08,CUST0027,ITEM013,4,42.46,0.19,137.57,Tape
2025-04-18,CUST0148,ITEM009,3,32.05,0.16,80.77,Compass
2025-05-14,CUST0039,ITEM012,1,48.65,0.01,48.16,Scissors
2025-04-15,CUST0068,ITEM004,3,31.94,0.17,79.53,Eraser
2025-03-05,CUST0069,ITEM005,4,12.02,0.1,43.27,Sharpener
2025-04-05,CUST0020,ITEM015,6,13.18,0.01,78.29,Folder
2025-05-16,CUST0127,ITEM014,5,14.56,0.05,69.16,Binder
2025-03-10,CUST0086,ITEM020,5,18.11,0.2,72.44,Whiteboard Marker
2025-03-28,CUST0085,ITEM001,3,21.85,0.02,64.24,Notebook
2025-04-24,CUST0084,ITEM017,3,18.69,0.16,47.1,Stapler
2025-03-14,CUST0047,ITEM019,4,24.44,0.05,92.87,Sticky Notes
2025-04-03,CUST0022,ITEM013,4,42.46,0.18,139.27,Tape
2025-05-11,CUST0113,ITEM016,8,13.25,0.06,99.64,Calculator
2025-04-16,CUST0018,ITEM016,6,13.25,0.06,74.73,Calculator
2025-04-16,CUST0091,ITEM016,5,13.25,0.12,58.3,Calculator
2025-04-20,CUST0133,ITEM012,2,48.65,0.03,94.38,Scissors
2025-03-22,CUST0069,ITEM030,8,7.09,0.03,55.02,Push Pins
2025-04-27,CUST0099,ITEM018,7,28.61,0.18,164.22,Paper Clips
2025-03-17,CUST0123,ITEM012,11,48.65,0.08,492.34,Scissors
2025-05-12,CUST0080,ITEM027,3,13.99,0.07,39.03,File Tray
2025-03-07,CUST0071,ITEM017,5,18.69,0.1,84.1,Stapler
2025-04-07,CUST0114,ITEM020,4,18.11,0.04,69.54,Whiteboard Marker
2025-04-06,CUST0047,ITEM002,7,47.78,0.16,280.95,Pencil
2025-04-01,CUST0087,ITEM022,2,11.28,0.15,19.18,Graph Paper
2025-04-04,CUST0125,ITEM008,5,43.98,0.13,191.31,Ruler
2025-05-03,CUST0002,ITEM025,2,25.52,0.13,44.4,Correction Fluid
2025-03-27,CUST0001,ITEM025,6,25.52,0.15,130.15,Correction Fluid
2025-03-03,CUST0065,ITEM009,7,32.05,0.18,183.97,Compass
2025-03-27,CUST0068,ITEM010,7,36.86,0.13,224.48,Protractor
2025-04-11,CUST0069,ITEM011,6,5.93,0.06,33.45,Glue Stick
2025-04-20,CUST0103,ITEM007,3,7.61,0.09,20.78,Highlighter
2025-03-08,CUST0101,ITEM009,7,32.05,0.1,201.91,Compass
2025-04-30,CUST0138,ITEM010,3,36.86,0.17,91.78,Protractor
2025-05-08,CUST0097,ITEM007,4,7.61,0.02,29.83,Highlighter
2025-04-28,CUST0015,ITEM006,5,12.02,0.0,60.1,Marker
2025-04-22,CUST0130,ITEM010,5,36.86,0.0,184.3,Protractor
2025-04-08,CUST0043,ITEM024,6,21.49,0.18,105.73,Index Cards
2025-04-24,CUST0063,ITEM006,8,12.02,0.03,93.28,Marker
2025-03-22,CUST0045,ITEM018,7,28.61,0.08,184.25,Paper Clips
2025-04-11,CUST0138,ITEM026,4,40.33,0.16,135.51,Desk Organizer
2025-03-11,CUST0127,ITEM001,5,21.85,0.02,107.06,Notebook
2025-03-13,CUST0109,ITEM011,8,5.93,0.08,43.64,Glue Stick
2025-03-24,CUST0003,ITEM029,5,31.66,0.05,150.38,Bulletin Board
2025-04-29,CUST0121,ITEM015,9,13.18,0.19,96.08,Folder
2025-03-24,CUST0060,ITEM029,10,31.66,0.17,262.78,Bulletin Board
2025-04-20,CUST0134,ITEM007,8,7.61,0.07,56.62,Highlighter
2025-04-19,CUST0051,ITEM005,3,12.02,0.16,30.29,Sharpener
2025-04-09,CUST0007,ITEM016,4,13.25,0.16,44.52,Calculator
2025-05-06,CUST0018,ITEM008,1,43.98,0.1,39.58,Ruler
2025-04-26,CUST0100,ITEM003,4,37.94,0.03,147.21,Pen
2025-04-06,CUST0106,ITEM004,5,31.94,0.16,134.15,Eraser
2025-03-06,CUST0005,ITEM028,9,28.14,0.16,212.74,Label Maker
2025-03-17,CUST0043,ITEM022,3,11.28,0.07,31.47,Graph Paper
2025-05-05,CUST0119,ITEM011,5,5.93,0.02,29.06,Glue Stick
2025-04-16,CUST0110,ITEM014,8,14.56,0.17,96.68,Binder
2025-04-05,CUST0142,ITEM029,1,31.66,0.11,28.18,Bulletin Board
2025-04-03,CUST0002,ITEM021,4,32.53,0.06,122.31,Clipboard
2025-05-06,CUST0001,ITEM021,3,32.53,0.0,97.59,Clipboard
2025-04-28,CUST0004,ITEM007,2,7.61,0.19,12.33,Highlighter
2025-03-12,CUST0078,ITEM005,4,12.02,0.04,46.16,Sharpener
2025-05-15,CUST0020,ITEM017,4,18.69,0.12,65.79,Stapler
2025-05-13,CUST0086,ITEM029,9,31.66,0.04,273.54,Bulletin Board
2025-04-05,CUST0051,ITEM016,3,13.25,0.1,35.78,Calculator
2025-04-11,CUST0025,ITEM013,4,42.46,0.17,140.97,Tape
2025-05-04,CUST0013,ITEM024,7,21.49,0.14,129.37,Index Cards
2025-04-01,CUST0077,ITEM030,5,7.09,0.15,30.13,Push Pins
2025-03-24,CUST0057,ITEM023,4,18.15,0.04,69.7,Sketch Pad
2025-03-30,CUST0132,ITEM012,4,48.65,0.05,184.87,Scissors
2025-04-20,CUST0099,ITEM022,11,11.28,0.18,101.75,Graph Paper
2025-04-18,CUST0031,ITEM021,1,32.53,0.11,28.95,Clipboard
2025-05-15,CUST0005,ITEM003,7,37.94,0.18,217.78,Pen
2025-05-12,CUST0131,ITEM004,3,31.94,0.04,91.99,Eraser
2025-04-29,CUST0052,ITEM002,5,47.78,0.18,195.9,Pencil
